restaurant_id,title,city_clean,lat,lng,rating_final,has_rating,reviewsCount,n_reviews_with_text,has_text,reviews_text_combined
مطعم الريان Restourant Al Rayyane_18.06154_-15.8935,مطعم الريان Restourant Al Rayyane,Nouakchott,18.0615387,-15.8934958,,False,0,0,False,
مطعم ماحين الخير_18.03659_-15.90844,مطعم ماحين الخير,Nouakchott,18.0365902,-15.9084392,,False,0,0,False,
امبار محمد صيكه_18.03885_-15.8936,امبار محمد صيكه,Nouakchott,18.0388488,-15.8936003,,False,0,0,False,
Tij_18.06031_-15.95164,Tij,Nouakchott,18.0603125,-15.9516406,,False,0,0,False,
كامل الزايد_18.05726_-15.93846,كامل الزايد,Nouakchott,18.0572578,-15.9384628,5.0,True,1,0,False,
مسمكة اولاد امبارك_18.11407_-15.91407,مسمكة اولاد امبارك,Nouakchott,18.1140654,-15.9140702,3.0,True,2,1,True,Very beautiful
Bisma pizza_18.07292_-15.88083,Bisma pizza,Beila,18.0729211,-15.8808265,,False,0,0,False,
Route amel_18.06991_-15.92192,Route amel,Nouakchott,18.0699119,-15.9219208,,False,0,0,False,
محل الذوق الرفيع لبيع الفواكه_18.10802_-15.92135,محل الذوق الرفيع لبيع الفواكه,Nouakchott,18.1080156,-15.9213484,1.0,True,2,1,True,Sia
Rotana Café_18.09045_-15.99502,Rotana Café,Nouakchott,18.090447,-15.9950222,3.9,True,319,2,True,"Beautiful . It was plentiful, well seasoned, freshly prepared and the service was quick and friendly. Stay from 1 p.m"
Cafe & Restaurant Mini Pain_18.1073_-15.99831,Cafe & Restaurant Mini Pain,Nouakchott,18.1072961,-15.9983129,5.0,True,2,1,True,Good breakfast with a reasonable price.
Chef's house_18.10367_-15.98217,Chef's house,Nouakchott,18.1036725,-15.9821743,5.0,True,1,1,True,I like it a lot
Fenomeno Restaurant_18.11056_-15.99214,Fenomeno Restaurant,Nouakchott,18.1105605,-15.9921355,4.8,True,6,4,True,I tried fast food and it was amazing . Best restaurant in Nouakchott . Excellent . Truly extraordinary
Restaurant the Life_18.1195_-16.0015,Restaurant the Life,Nouakchott,18.1195045,-16.0015037,5.0,True,2,0,False,
Restaurant Chouchou_18.11205_-15.99641,Restaurant Chouchou,Nouakchott,18.1120461,-15.9964091,5.0,True,3,1,True,Shoshu Restaurant
مطعم نقطة طعام_18.123_-15.99179,مطعم نقطة طعام,Nouakchott,18.1230026,-15.9917854,5.0,True,1,0,False,
Deli Bunz_18.11041_-15.99267,Deli Bunz,Nouakchott,18.1104082,-15.9926676,5.0,True,21,4,True,"Best burger in town! Juicy patty in a crunchy bun and the fries had a special mix of spices that are to die for. Very good service and really fast. The owners are kind, approachable and helpful. . Perfect PC perfect atmosphere , no smoking inside and not expensive. . Amazing place . Very nice place"
Halab Restaurant Nktt مطعم حلب_18.10186_-15.99746,Halab Restaurant Nktt مطعم حلب,Nouakchott,18.1018645,-15.9974555,4.0,True,51,5,True,"Delicious taste of machine chicken . My account is being hacked . Good cheap food 100% worth it . They're just a little slow. . The food is delicious, the treatment is nice, and the prices are reasonable"
Restaurant Atlantic_18.12964_-15.94044,Restaurant Atlantic,Nouakchott,18.1296375,-15.9404376,4.0,True,4,2,True,Delicious food I really liked . I love you
مطعم سوريتانيا_18.14071_-15.94042,مطعم سوريتانيا,Nouakchott,18.1407069,-15.9404198,4.2,True,6,1,True,very good
مقهى ومطعم باب مراكش_18.11744_-16.00107,مقهى ومطعم باب مراكش,Nouakchott,18.1174359,-16.0010668,3.8,True,47,5,True,Dinner for two . Good cafe . Can . Thank you for visiting us today . Marrakesh door
Mag_18.06835_-15.98439,Mag,Nouakchott,18.0683523,-15.9843892,,False,0,0,False,
مطعم و مقهى vip_18.12482_-16.00262,مطعم و مقهى vip,Nouakchott,18.1248231,-16.0026197,3.8,True,13,6,True,"May God bless the blessing and increase the quality of their food Shawarma and burgers compared to other restaurants are much better . Good coffee, delicious food, open air area . . Very good chicken with rice, friendly welcome from the young woman. . fine . Ra'a . a nice taste"
._18.06236_-15.96001,.,Nouakchott,18.0623585,-15.9600147,3.7,True,6,5,True,"Here is nangola . A popular restaurant run by a Malian family (from the Republic of Mali) that offers a variety of services and reasonable prices.. People's tastes differ in their praise of their food, and people differ in what they love about their sects Smoking is prohibited inside the restaurant, but is available on outdoor seating The appearance is not attractive, but appearances are sometimes deceiving haha . amazing.....! . Kendari Restaurant . Fried chicken can be eaten here, as can hamburger and other things"
PIZZA WELIYA_18.06792_-15.96662,PIZZA WELIYA,Nouakchott,18.067916,-15.9666214,5.0,True,1,1,True,Nice
مطعم الشباب- الوقفه - Restaurant Al Shabab-arabiss_18.06732_-15.99335,مطعم الشباب- الوقفه - Restaurant Al Shabab-arabiss,Nouakchott,18.0673243,-15.9933506,3.8,True,11,4,True,"Fame . Excellent services . Very restaurant I go there almost every day . I haven't tried it, but I don't mind it"
Restaurant moringa_18.10476_-15.9923,Restaurant moringa,Nouakchott,18.1047578,-15.9922975,5.0,True,1,1,True,Food is great You get a lot for a cheap price
El-Bacha_18.11647_-15.99228,El-Bacha,Nouakchott,18.1164652,-15.9922808,4.4,True,14,5,True,Sidi . The best chawarma in NKC . very sweet food . amazing . Pasha
La princesse d'Arabe أميرة العرب_18.13638_-15.93404,La princesse d'Arabe أميرة العرب,Nouakchott,18.1363793,-15.9340422,4.0,True,3,3,True,"Lightheart . Sweet restaurant . Clean, spacious restaurant and still new"
Tangana_18.06832_-15.99412,Tangana,Nouakchott,18.0683221,-15.9941167,4.0,True,2,2,True,I am very interested in doing a localization at my home . It's okay.
Dibitérie Etaka Zl Khayr_18.06833_-15.94573,Dibitérie Etaka Zl Khayr,Nouakchott,18.0683341,-15.9457329,4.8,True,6,0,False,
FRESH FISH 5cp_18.10387_-16.01117,FRESH FISH 5cp,Nouakchott,18.1038738,-16.0111738,5.0,True,1,0,False,
Restaurant la taverna_18.10708_-16.00245,Restaurant la taverna,Nouakchott,18.10708,-16.0024463,3.7,True,3,1,True,Many of the services are magnificent
Restaurant Darou Salam_18.07812_-15.99272,Restaurant Darou Salam,Nouakchott,18.0781215,-15.9927169,4.0,True,10,3,True,Hello Abdou Gassama building electrician . Advertising far from reality unfortunately . Too good
Crunchy food_18.11318_-15.99405,Crunchy food,Nouakchott,18.1131764,-15.9940493,4.5,True,8,3,True,"The delivery was not what I ordered the fries does not look like the picture, salty with no cheese an no sauce so ever and it cost 1500!! The tacos was mid and small and the food was rubbish aaaaand the drink cause me stomach pain thank u for nothing . It’s very specific . High quality food and good service"
كرفور يورو صار_18.06624_-15.98317,كرفور يورو صار,Nouakchott,18.0662445,-15.9831735,,False,0,0,False,
O Délice_18.10088_-15.9979,O Délice,Nouakchott,18.100876,-15.9979024,4.1,True,143,6,True,"Good food but the employees are not welcoming . There is expired meat in the tacos and the chicken is poorly washed and the wait is very long, the service does not take customers seriously . Very poor customer service. Even when you're a service company, the minimum is to have qualified and friendly people to answer the phone and handle orders. We spent 1.5 hours making a delivery to the Ministry of Foreign Affairs, 10 minutes from the restaurant. We were passed between the restaurant and the delivery person until we honestly regretted having used this restaurant. . the food is okey'ish, horrible service tho. took two full hours and a half to get my delivery and it wasn't even my order. also you can't just send them your location and Goodluck if you don't speak French. . An exceptional culinary experience! The service was warm and attentive, the dishes tasty and beautifully presented. Every bite was a real pleasure. The setting is pleasant, perfect for having a good time as a couple or with friends. I highly recommend . Best restaurant in Nouakchott, really perfect service and super pleasant waiters. I recommend"
Restaurant GHDANA_18.10229_-15.99717,Restaurant GHDANA,Nouakchott,18.1022906,-15.9971732,5.0,True,2,1,True,"A very good experience, I love their thiep they are so clean and it is delicious bissap supplement"
Fast kitchen_18.10961_-15.99978,Fast kitchen,Nouakchott,18.1096122,-15.9997828,5.0,True,7,2,True,The best crispy chiken yum . There are 39 tacos that I eat more
Darna Falluja_18.06218_-15.94461,Darna Falluja,Nouakchott,18.0621784,-15.9446078,,False,0,0,False,
Healthy Corner Restaurant | مطعم الركن الصحي_18.10751_-15.99342,Healthy Corner Restaurant | مطعم الركن الصحي,Nouakchott,18.1075076,-15.9934165,4.3,True,16,6,True,"I came for breakfast twice with my wife, we love it. It’s different from the standard breakfast options here in Nouakchott. . The breakfast options were very limited, and the food itself was disappointing. The orange served was not fresh and appeared rotten, which raises concerns about food safety. The hot chocolate was the worst I’ve ever had – completely lacking in flavor and warmth. Overall, this was the least enjoyable breakfast I’ve had in the city. I hope improvements are made soon, as this experience did not live up to the reputation. . Best and safest restaurant/coffee in the town, the concept is about healthy food, it is clean, cold, and the staff are friendly. . They are the best corner in nouakchott, the stuff is kind and welcoming, can’t wait to visit them again. . This is the worst service that has been presented to me since I lived in Mauritania. We spent 1 hour waiting for our order, in the heat because the air conditioning didn't work. Once the order arrived the food was not good, the coffee was poorly made, the pastries were hard as if they had been heated in the microwave, and the pancake was also not good. If you want to have a good time I don't recommend eating here at all. . Thanks health corner nice food keep going"
مطعم العملاق ALIMLLAK Restaurant_18.10507_-15.99382,مطعم العملاق ALIMLLAK Restaurant,Nouakchott,18.1050661,-15.9938212,4.4,True,7,4,True,"Affordable prices, . It is a very good restaurant quality and price cleanliness except that it is no longer in this location they have moved elsewhere . amazing . Wonderful and easy to deal with, they have food with amazing taste"
Al Kanz_18.10619_-15.99808,Al Kanz,Nouakchott,18.1061869,-15.9980806,4.6,True,7,6,True,"Just perfect but unfortunately this place has been closed for more than 5 months :( . simply good, I really loved their beef . For those who come from France and want to have fast food worthy of the restaurants found in Paris and its suburbs, I think it is the best restaurant in this category in terms of taste and quality compared to its neighbors on the same road and elsewhere. . Possibility of being served in the vehicle. Friendly staff. Good food. I recommend their Indian chicken and curry pizza. hm mm.... . fancy . Simply good"
Arouna Djire_18.05708_-15.93798,Arouna Djire,Nouakchott,18.0570777,-15.9379806,,False,0,0,False,
Luigii_18.10503_-15.99381,Luigii,Nouakchott,18.1050307,-15.9938075,4.5,True,2,1,True,Good restaurant
NKC Istanbul_18.10558_-15.99804,NKC Istanbul,Nouakchott,18.1055812,-15.9980401,4.1,True,79,5,True,"The kitchen is not bad. The waiting time is a little long to take your order. . In short, I will not return to it. I ordered a whole grilled chicken. When we got to the house, I found half a chicken. The attached rice is cooked in an excessive amount of oil. The chicken tastes rancid. Also, cooking is not enough. The Turks who founded the restaurant left it. This is why the level of quality and food is low. I don't know why they still use the same name. It is a deception that has nothing to do with Istanbul . Wow . Shawarma big . Overall excellent"
ANATOLİA CAFE RESTAURANT_18.09976_-15.99554,ANATOLİA CAFE RESTAURANT,Nouakchott,18.099762,-15.9955431,2.8,True,5,2,True,Suspicious place . A place where you can eat selected dishes from Turkish cuisine in Mauritania.
restarant chicago_18.09931_-15.97563,restarant chicago,Nouakchott,18.0993093,-15.9756253,3.4,True,36,6,True,"Not a bad experience place Prices that do not match the low level of service . Bad and full of beetles and insects. The music is annoying and the supervisor refuses to change or stop it. The supervisor is rude. . Calm Amateur service, new waitress Communication a little difficult in French if the boss is not on site. . Chicago restaurant is clean and organized, thank God . Restaurant to avoid! . The shrimp were very convincing, although the other items didn't really live up to expectations. The tacos aren't bad either and are reasonably priced. Happy again for tacos and shrimp"
VF_18.10155_-15.97901,VF,Nouakchott,18.1015529,-15.9790081,4.3,True,4,1,True,Excellent place
Bayasse_18.0672_-15.9536,Bayasse,Nouakchott,18.0672,-15.9536,,False,0,0,False,
Restaurant la Marmite_18.07869_-16.00003,Restaurant la Marmite,Nouakchott,18.0786888,-16.0000312,4.0,True,15,6,True,"We are specialized in the field of Pizza and snacks and welcome them in our room for meetings, family outings, family birthdays and other things etc....... . And hello friends how are you today I still met a restaurant the best restaurant I have never met here in Mauritania oh my god are you going to say this song is the restaurant La Marmite it is the name of the restaurant I like it rate myself 5 stars the food cheaper how can I make it that's great . It's a very good place that I love and clean . Extraordinary welcome, you would think you were in another country . Very good fish (and plenty full fish in fillet, not half like many places), nice presentation of the food in the plate. As food is fresh, you must call few hours before to get fish for dinner. Good pizza too. Staff very nice and cool. Terrasse on the roof top . I like their pizza"
Restaurant Touba Afia_18.10748_-16.00217,Restaurant Touba Afia,Nouakchott,18.107478,-16.002167,5.0,True,1,1,True,"Good meals, varied and at democratic prices."
Cyber cheikh_18.12584_-15.93992,Cyber cheikh,Nouakchott,18.1258374,-15.939923,4.5,True,2,1,True,good
العرفان تلكوم_18.12417_-15.94123,العرفان تلكوم,Nouakchott,18.1241728,-15.9412288,2.0,True,1,1,True,Good
restaurant prêt a manger_18.06461_-15.99667,restaurant prêt a manger,Nouakchott,18.0646132,-15.9966711,3.8,True,10,3,True,Hello friends how are you I hope that you are all doing well that even today I would be against the mother of his that I was never imagined does it exist in our in our world it's too much will be there really there are clothes with completely incredible services will you reconcile this feeling its available all the pages of the Internet . The waiter serves us the cakes with his bare hand without wearing gloves or using forks . Cool
Royal Grill Nouakchott_18.08843_-15.9962,Royal Grill Nouakchott,Nouakchott,18.0884335,-15.9961974,4.2,True,37,4,True,"Mamasll diallo . excellent . It's good languages . A good restaurant that is too rare in Nouakchott. There you won't be too afraid of having a stomach ache. I was treated to a decent buffet, both in terms of taste and choice. It's not absolute luxury either, but the satisfaction is acceptable."
دار أهل زينى_18.12918_-15.9378,دار أهل زينى,Nouakchott,18.1291796,-15.9378039,5.0,True,1,0,False,
عين طلح_18.07354_-15.95823,عين طلح,Nouakchott,18.0735411,-15.9582339,5.0,True,1,1,True,Alin and Suleiman
مشوي زايد_18.07513_-15.93419,مشوي زايد,Nouakchott,18.0751311,-15.9341857,5.0,True,2,1,True,grilled
مقهي الفوز للخدمات العامة_18.07354_-15.95823,مقهي الفوز للخدمات العامة,Nouakchott,18.0735411,-15.9582339,,False,0,0,False,
مطعم الجودةوالنزاهة_18.07443_-15.9346,مطعم الجودةوالنزاهة,Nouakchott,18.0744311,-15.9346019,5.0,True,1,1,True,Good for quick meals as well as lunch and dinner
Cyber zeid_18.04554_-15.96399,Cyber zeid,Nouakchott,18.0455373,-15.96399,5.0,True,2,2,True,Great place with great service . This place is very good for people who want to browse freely
كنال الحرية_18.07194_-15.94932,كنال الحرية,Nouakchott,18.0719441,-15.949316,5.0,True,1,1,True,Beautiful
وراقة الأمة_18.06327_-15.96085,وراقة الأمة,Nouakchott,18.0632659,-15.960854,5.0,True,1,0,False,
وراقة التوفيق_18.0739_-15.93495,وراقة التوفيق,Nouakchott,18.0738999,-15.9349528,1.0,True,1,1,True,I haven't used it before
رستوبارك - RESTAUPARC_18.08257_-15.95734,رستوبارك - RESTAUPARC,Nouakchott,18.0825686,-15.9573435,5.0,True,2,0,False,
وراقة المباركة_18.07354_-15.95823,وراقة المباركة,Nouakchott,18.0735411,-15.9582339,4.5,True,4,4,True,Thanks . Accuracy in work...good services...reasonable prices.More progress . Excellent services . It's okay
Nouakchott hapiness_18.08633_-15.97395,Nouakchott hapiness,Nouakchott,18.0863338,-15.9739518,5.0,True,1,0,False,
Cyber de alassane Barry â pk7 sur goudron entrant_18.01904_-15.97375,Cyber de alassane Barry â pk7 sur goudron entrant,Nouakchott,18.0190404,-15.9737504,5.0,True,1,0,False,
Ibrahima_18.08791_-15.97855,Ibrahima,Nouakchott,18.0879105,-15.9785528,4.0,True,2,1,True,"Ibrahim, you don't know the coordinates of your restaurant"
مشوي الحسين_18.08347_-15.97578,مشوي الحسين,Nouakchott,18.0834683,-15.9757824,5.0,True,1,0,False,
Belle assiette_18.08243_-15.97545,Belle assiette,Nouakchott,18.0824328,-15.9754454,3.0,True,4,1,True,"For the success of your children, make sure to register them"
ماوراء مدريد_18.07502_-15.96011,ماوراء مدريد,Nouakchott,18.0750193,-15.9601115,5.0,True,1,1,True,amazing
Chez Fadez_18.08455_-15.99427,Chez Fadez,Nouakchott,18.0845459,-15.9942711,,False,0,0,False,
chez keyna_18.07354_-15.95823,chez keyna,Nouakchott,18.0735411,-15.9582339,,False,0,0,False,
مخبزة وحلويات الأولى_18.06193_-15.93794,مخبزة وحلويات الأولى,Nouakchott,18.0619288,-15.9379412,3.0,True,4,3,True,beautiful place . A bakery that serves good sweets . Nice place and nice people
Texas brochettes_18.0816_-15.98335,Texas brochettes,Nouakchott,18.0815975,-15.9833523,,False,0,0,False,
Restaurant jojo_18.08682_-15.99261,Restaurant jojo,Nouakchott,18.0868237,-15.9926093,,False,0,0,False,
Villa korrigan_18.07354_-15.95823,Villa korrigan,Nouakchott,18.0735411,-15.9582339,,False,0,0,False,
Isselmou_18.07721_-15.96651,Isselmou,Nouakchott,18.0772064,-15.9665097,,False,0,0,False,
تسلم_18.07354_-15.95823,تسلم,Nouakchott,18.0735411,-15.9582339,,False,0,0,False,
Seven Coffee_18.11109_-15.99909,Seven Coffee,Nouakchott,18.1110893,-15.9990867,4.4,True,34,2,True,"The people I have met are incredibly welcoming, and I have to say their service is absolutely exceptional and top notch. . Top spot! Delicious breakfast with huge portions. They also serve some of the best harira soup I ever tasted ️"
وراقة بوحديده_18.07016_-15.92628,وراقة بوحديده,Nouakchott,18.0701587,-15.9262827,4.5,True,2,1,True,It is very excellent
كينك يحي كوفي king yahya coffee_18.07608_-15.95705,كينك يحي كوفي king yahya coffee,Nouakchott,18.076085,-15.9570505,5.0,True,2,2,True,excellent . A taste of fantasy
وراقة محمد_18.07369_-15.9131,وراقة محمد,Nouakchott,18.0736883,-15.9131025,,False,0,0,False,
منتجع الراحة_18.09102_-15.94778,منتجع الراحة,Nouakchott,18.091022,-15.947784,4.7,True,6,1,True,"The atmosphere is excellent, but the facilities are not clean"
مطعم الوفاء_18.0619_-15.93698,مطعم الوفاء,Nouakchott,18.0618975,-15.9369824,3.8,True,14,3,True,I've never seen a cockroach in their kebab . good restaurant . very good
مقهي الغد لخدمات الطباعة_18.08308_-15.97469,مقهي الغد لخدمات الطباعة,Nouakchott,18.0830782,-15.974688,,False,0,0,False,
Steak house_18.06974_-15.92488,Steak house,Nouakchott,18.069735,-15.9248774,3.3,True,4,1,True,Their food is good
BEST ‘HOUSE_18.10883_-15.9815,BEST ‘HOUSE,Nouakchott,18.1088297,-15.9815002,3.8,True,39,2,True,I ordered a pizza it hurts my stomach for 1 month and also your milcheck is disgusting when I drink it it hurts my stomach and I go to the toilet all the time accose to milchkeck I don't even know why your restaurant is not closed ‍ . Very beautiful
Café Touba Hamdi Wa Chukri_18.0795_-16.00904,Café Touba Hamdi Wa Chukri,Nouakchott,18.0794984,-16.00904,4.2,True,5,1,True,File
Chez Amadou THIAM_18.08289_-16.00562,Chez Amadou THIAM,Nouakchott,18.0828863,-16.0056159,,False,0,0,False,
الكوثر للخدمات العامة_18.08923_-15.98034,الكوثر للخدمات العامة,Nouakchott,18.0892299,-15.9803361,,False,0,0,False,
وراقة كرفور_18.07928_-15.96489,وراقة كرفور,Nouakchott,18.0792757,-15.9648938,,False,0,0,False,
Max Kebab كباب ماكس_18.1109_-15.95224,Max Kebab كباب ماكس,Nouakchott,18.1108974,-15.9522385,4.3,True,4,2,True,Very special kebab . It's okay.
Restaurant Yaye مطعم ياي_18.13386_-15.93072,Restaurant Yaye مطعم ياي,Nouakchott,18.1338633,-15.9307161,3.0,True,2,1,True,Awesome restaurant
مشوي هاوصا بلال_18.1187_-15.93656,مشوي هاوصا بلال,Nouakchott,18.1187022,-15.9365584,,False,0,0,False,
PalmSushi_18.08916_-15.98308,PalmSushi,Nouakchott,18.0891643,-15.9830831,4.6,True,12,4,True,"Pleasant restaurant, the sushi is fresh and well prepared. A safe bet in Nouakchott.️ . Thank you for the services which are very fast and the dishes are so delicious, very clean and you are kind thank you . The food is delicious, the service is not fast a bit, and the atmosphere is nice . palm sushi"
مخبزة وحلويات مرحبا_18.12192_-15.93438,مخبزة وحلويات مرحبا,Nouakchott,18.1219198,-15.9343796,4.3,True,4,2,True,"Very beautiful, I swear . good"
Iloca 10002_18.08833_-15.98497,Iloca 10002,Nouakchott,18.0883279,-15.9849711,4.8,True,10,4,True,"It's a pleasant place where the food is served quickly and is good. You have crepe dishes and a sandwich bar. This allows for a wide selection. I go there alone or with family. Kudos to the manager, who is very approachable and welcoming. . Fast and good. Very pleasant setting. Perfect for lunch with work. Perfect in the evening for a quiet dinner . Fast service. Delicious salads. Fresh fruit juice. Beautiful address. . Very good place to eat well"
Le Special_18.11545_-15.97935,Le Special,Nouakchott,18.1154511,-15.9793515,4.8,True,5,3,True,The tacos and pizzas are very good . Best tacos Especially maxi meat tacos with gruyere sauce ادمااان لايفوتكم . Very good service. Varied menu.
Restaurante El Español / مطعم الأسبانيول_18.11954_-15.99293,Restaurante El Español / مطعم الأسبانيول,Nouakchott,18.119545,-15.992926,5.0,True,3,1,True,A unique experience of wishful thinking moments with friends there
مطعم حضرموت_18.12555_-16.00197,مطعم حضرموت,Nouakchott,18.1255481,-16.0019681,3.4,True,75,6,True,"It offers main dishes of healthy Mauritanian and Arab meals, with slow service and in a bustling city atmosphere, as the restaurant is located on the Nouakchott-Nouadhibou Airport Road. . Yemeni restaurant, serving delicious Yemeni food . I like it . perfect 100% . Important information: The meat served is fresh daily and not frozen. We wish you lasting success, your brother Mohamed Yahya Ahmadoukhona . The food is good, but the customer service leaves something to be desired, really all the staff and servers stare at you and ignore you, not recommended"
عصائر و مطعم الكرم_18.12534_-15.98048,عصائر و مطعم الكرم,Nouakchott,18.1253447,-15.9804817,5.0,True,3,1,True,‏The best tacos I ate in Nouakchott Thanks guys ️
سيدي المختار الخليفه اباه خدمة التوصيل_18.08167_-15.93144,سيدي المختار الخليفه اباه خدمة التوصيل,Nouakchott,18.0816696,-15.9314394,,False,0,0,False,
KHALIFA FOOD_18.07658_-15.97037,KHALIFA FOOD,Nouakchott,18.0765823,-15.970371,,False,0,0,False,
Chez Idriss_18.09231_-15.9886,Chez Idriss,Nouakchott,18.0923066,-15.9886029,4.4,True,8,4,True,Overall pretty decent food with a nice swimming pool . Mauritania is a hot country . Amazing restaurant . Restaurant in front of a swimming pool with waterfall. Deckchairs available
la terasse_18.09399_-15.97568,la terasse,Nouakchott,18.0939921,-15.9756775,5.0,True,2,0,False,
Churros_18.0902_-15.99488,Churros,Nouakchott,18.0901983,-15.9948842,5.0,True,3,2,True,"The taste is excellent, clean and the pizza is wood fired It's excellent, and the pizza is next door . Excellent pizzas"
keubdeu 2.0 كبدة_18.09211_-16.00855,keubdeu 2.0 كبدة,Nouakchott,18.0921097,-16.0085479,4.7,True,7,0,False,
Loumpoul_18.09357_-15.96205,Loumpoul,Nouakchott,18.093566,-15.9620522,,False,0,0,False,
Le goût de ça chez keyna_18.09508_-16.00873,Le goût de ça chez keyna,Nouakchott,18.0950784,-16.0087337,,False,0,0,False,
Hadiya diallo_18.08897_-16.01156,Hadiya diallo,Nouakchott,18.088969,-16.0115635,4.0,True,1,0,False,
Cyber amitie_18.07933_-15.96647,Cyber amitie,Nouakchott,18.0793278,-15.9664745,,False,0,0,False,
Cafe Friend_18.10425_-15.99682,Cafe Friend,Nouakchott,18.1042536,-15.9968244,4.3,True,4,1,True,Good
La petite France_18.09549_-15.97605,La petite France,Nouakchott,18.095489,-15.9760548,4.8,True,4,0,False,
Mémoire d'un Continent NumberDos Cybercafé_18.07795_-15.96534,Mémoire d'un Continent NumberDos Cybercafé,Nouakchott,18.0779491,-15.9653403,,False,0,0,False,
ADA FOOD CAFÉ_18.10762_-15.99915,ADA FOOD CAFÉ,Nouakchott,18.1076237,-15.9991454,3.5,True,4,2,True,"Not what I expected . Well received, very friendly staff, super clean, Very good, I recommend ++++"
Paparazzi_18.1045_-15.99775,Paparazzi,Nouakchott,18.1045037,-15.9977546,4.2,True,42,4,True,"Their agent is good, he will change the expensive one . It's okay. . Very good breakfast . Hanging pictures is against the rulings of Islam…. The mojito aren’t any special , service is ok"
Café maroc_18.11034_-15.99937,Café maroc,Nouakchott,18.110344,-15.9993672,3.6,True,5,4,True,"One of the best, if not the very best coffee (nos nos) you can get in Nouakchott . It was wonderful with you . Very nice experience . To wear"
Vitamin jus_18.10803_-15.99922,Vitamin jus,Nouakchott,18.108027,-15.9992155,4.8,True,6,2,True,"excellent food . Excellent! Service, freshness of products!!! Not to be missed."
Cascade_18.10462_-15.99778,Cascade,Nouakchott,18.1046154,-15.9977795,3.6,True,5,4,True,"I like the rice here, its delicious. Price are oke. . A suitable place for everyone and authentic Moroccan food. Welcome . very good . Quiet and unassuming. But man do they make some mean eggs. Plus the breakfast platters are very reasonably priced."
panda_18.11034_-15.99937,panda,Nouakchott,18.110344,-15.9993672,,False,0,0,False,
